1,5,1707.2,421.26,134.13,304.38,-1,-1,-1,-1
1,79,1292.7,505.07,61.932,140.54,-1,-1,-1,-1
1,88,47.677,549.86,100.09,227.13,-1,-1,-1,-1
2,5,1701.2,406.22,141.24,320.5,-1,-1,-1,-1
2,79,1297,508.12,60.673,137.68,-1,-1,-1,-1
2,88,51.016,541.67,98.265,222.99,-1,-1,-1,-1
3,5,1696.9,398.9,144.92,328.85,-1,-1,-1,-1
3,79,1300.9,509.37,60.209,136.63,-1,-1,-1,-1
3,88,54.292,533.51,96.438,218.84,-1,-1,-1,-1
4,5,1693.6,396.05,146.59,332.64,-1,-1,-1,-1
4,50,1856.4,503.64,30.207,68.549,-1,-1,-1,-1
4,79,1304.4,509.32,60.332,136.91,-1,-1,-1,-1
4,88,57.43,525.36,94.612,214.7,-1,-1,-1,-1
5,5,1690.9,395.44,147.22,334.08,-1,-1,-1,-1
5,50,1855.7,499.84,32.004,72.627,-1,-1,-1,-1
5,79,1307.5,508.34,60.873,138.13,-1,-1,-1,-1
5,88,60.363,517.18,92.785,210.56,-1,-1,-1,-1
6,5,1688.4,395.61,147.45,334.58,-1,-1,-1,-1
6,50,1855,496.04,33.801,76.705,-1,-1,-1,-1
6,79,1310.3,506.79,61.693,139.99,-1,-1,-1,-1
6,88,63.044,508.98,90.958,206.41,-1,-1,-1,-1
7,5,1686,395.8,147.63,335.01,-1,-1,-1,-1
7,50,1854.4,492.27,35.598,80.783,-1,-1,-1,-1
7,79,1312.7,505,62.68,142.23,-1,-1,-1,-1
7,88,65.405,500.73,89.132,202.27,-1,-1,-1,-1
8,5,1683.6,395.59,147.99,335.81,-1,-1,-1,-1
8,50,1854,488.54,37.396,84.861,-1,-1,-1,-1
8,79,1314.8,503.19,63.745,144.65,-1,-1,-1,-1
8,88,67.431,492.45,87.305,198.12,-1,-1,-1,-1
9,5,1681.1,394.88,148.59,337.17,-1,-1,-1,-1
9,50,1853.6,484.83,39.193,88.939,-1,-1,-1,-1
9,79,1316.7,501.53,64.82,147.09,-1,-1,-1,-1
9,88,69.11,484.13,85.479,193.98,-1,-1,-1,-1
10,5,1678.4,393.76,149.42,339.07,-1,-1,-1,-1
10,50,1853.3,481.16,40.99,93.017,-1,-1,-1,-1
10,79,1318.5,500.06,65.858,149.44,-1,-1,-1,-1
10,88,70.464,475.81,83.652,189.84,-1,-1,-1,-1
11,5,1675.5,392.38,150.45,341.39,-1,-1,-1,-1
11,50,1852.9,477.5,42.787,97.095,-1,-1,-1,-1
11,79,1320.3,498.79,66.823,151.63,-1,-1,-1,-1
11,88,71.546,467.49,81.825,185.69,-1,-1,-1,-1
12,5,1672.3,390.87,151.59,343.99,-1,-1,-1,-1
12,50,1852.3,473.82,44.584,101.17,-1,-1,-1,-1
12,79,1322.2,497.69,67.695,153.61,-1,-1,-1,-1
12,88,72.455,459.15,79.999,181.55,-1,-1,-1,-1
13,5,1669,389.35,152.78,346.68,-1,-1,-1,-1
13,50,1851.6,470.09,46.382,105.25,-1,-1,-1,-1
13,79,1324,496.73,68.462,155.35,-1,-1,-1,-1
13,88,73.287,450.8,78.172,177.4,-1,-1,-1,-1
14,5,1665.6,387.94,153.94,349.32,-1,-1,-1,-1
14,30,-58.899,253.65,270.83,614.58,-1,-1,-1,-1
14,50,1850.6,466.31,48.179,109.33,-1,-1,-1,-1
14,79,1325.8,495.91,69.123,156.85,-1,-1,-1,-1
15,5,1662.1,386.72,155.03,351.79,-1,-1,-1,-1
15,30,-57.535,253.73,270.83,614.58,-1,-1,-1,-1
15,50,1849.5,462.43,49.976,113.41,-1,-1,-1,-1
15,79,1327.6,495.2,69.681,158.12,-1,-1,-1,-1
16,5,1658.6,385.77,156,353.99,-1,-1,-1,-1
16,30,-56.228,253.8,270.83,614.58,-1,-1,-1,-1
16,50,1848.4,458.33,51.773,117.49,-1,-1,-1,-1
16,79,1329.2,494.63,70.146,159.17,-1,-1,-1,-1
17,5,1655.1,385.14,156.84,355.91,-1,-1,-1,-1
17,30,-55.01,253.88,270.83,614.58,-1,-1,-1,-1
17,50,1847.3,453.95,53.57,121.56,-1,-1,-1,-1
17,79,1330.7,494.17,70.531,160.05,-1,-1,-1,-1
18,5,1651.6,384.85,157.56,357.53,-1,-1,-1,-1
18,30,-53.895,253.97,270.83,614.58,-1,-1,-1,-1
