1,15,247.52,219.07,39.063,88.643,-1,-1,-1,-1
1,18,501.56,158.21,30.885,70.086,-1,-1,-1,-1
1,34,646.71,240.68,35.551,80.673,-1,-1,-1,-1
2,15,254.08,216.72,39.26,89.09,-1,-1,-1,-1
2,18,498.25,159.37,31.01,70.37,-1,-1,-1,-1
2,34,636.39,240.89,35.474,80.498,-1,-1,-1,-1
3,15,260.74,214.99,39.194,88.94,-1,-1,-1,-1
3,18,494.91,160.53,31.135,70.654,-1,-1,-1,-1
3,34,626.07,240.96,35.454,80.452,-1,-1,-1,-1
4,15,267.42,213.81,38.935,88.352,-1,-1,-1,-1
4,18,491.55,161.7,31.26,70.938,-1,-1,-1,-1
4,34,615.78,240.92,35.487,80.527,-1,-1,-1,-1
5,15,274.01,213.05,38.542,87.461,-1,-1,-1,-1
5,18,488.17,162.85,31.386,71.222,-1,-1,-1,-1
5,34,605.54,240.77,35.568,80.713,-1,-1,-1,-1
6,15,280.47,212.56,38.067,86.382,-1,-1,-1,-1
6,18,484.74,163.93,31.511,71.506,-1,-1,-1,-1
6,34,595.35,240.52,35.695,81,-1,-1,-1,-1
7,15,286.83,212.22,37.551,85.212,-1,-1,-1,-1
7,18,481.17,164.93,31.636,71.79,-1,-1,-1,-1
7,34,585.21,240.19,35.862,81.379,-1,-1,-1,-1
8,15,293.13,211.84,37.031,84.031,-1,-1,-1,-1
8,18,477.4,165.82,31.761,72.074,-1,-1,-1,-1
8,34,575.05,239.77,36.066,81.841,-1,-1,-1,-1
9,15,299.39,211.34,36.533,82.901,-1,-1,-1,-1
9,18,473.34,166.65,31.886,72.358,-1,-1,-1,-1
9,34,564.75,239.28,36.302,82.376,-1,-1,-1,-1
10,15,305.6,210.65,36.08,81.873,-1,-1,-1,-1
10,18,468.98,167.46,32.012,72.642,-1,-1,-1,-1
10,34,554.26,238.7,36.565,82.975,-1,-1,-1,-1
11,15,311.74,209.72,35.688,80.983,-1,-1,-1,-1
11,18,464.33,168.29,32.137,72.926,-1,-1,-1,-1
11,34,543.6,238.05,36.853,83.628,-1,-1,-1,-1
12,15,317.78,208.52,35.368,80.257,-1,-1,-1,-1
12,18,459.42,169.12,32.262,73.21,-1,-1,-1,-1
12,24,740.72,325.16,37.705,85.561,-1,-1,-1,-1
12,34,532.82,237.31,37.161,84.325,-1,-1,-1,-1
13,15,323.65,207.06,35.127,79.71,-1,-1,-1,-1
13,18,454.3,169.97,32.387,73.494,-1,-1,-1,-1
13,24,735.52,319.2,38.718,87.858,-1,-1,-1,-1
13,34,521.96,236.47,37.483,85.058,-1,-1,-1,-1
14,15,329.25,205.42,34.967,79.349,-1,-1,-1,-1
14,18,449.07,170.8,32.512,73.778,-1,-1,-1,-1
14,24,730.34,313.21,39.73,90.154,-1,-1,-1,-1
14,34,511.07,235.51,37.818,85.816,-1,-1,-1,-1
15,15,334.52,203.67,34.889,79.172,-1,-1,-1,-1
15,18,443.85,171.55,32.637,74.062,-1,-1,-1,-1
15,24,725.19,307.16,40.742,92.451,-1,-1,-1,-1
15,34,500.23,234.42,38.159,86.591,-1,-1,-1,-1
16,15,339.42,201.82,34.89,79.172,-1,-1,-1,-1
16,18,438.72,172.2,32.763,74.346,-1,-1,-1,-1
16,24,720.07,301.07,41.754,94.748,-1,-1,-1,-1
16,34,489.48,233.18,38.503,87.372,-1,-1,-1,-1
