1,3,219.15,220.32,27.51,62.425,-1,-1,-1,-1
1,6,49.851,189.59,61.179,138.83,-1,-1,-1,-1
1,13,266.47,132.48,77.281,175.37,-1,-1,-1,-1
2,3,218.41,221.36,27.367,62.102,-1,-1,-1,-1
2,6,42.347,188.2,62.531,141.9,-1,-1,-1,-1
2,13,272.34,151.54,69.023,156.63,-1,-1,-1,-1
3,3,217.64,222.32,27.251,61.84,-1,-1,-1,-1
3,6,34.795,186.77,63.883,144.96,-1,-1,-1,-1
3,13,277.6,167.7,62.047,140.8,-1,-1,-1,-1
4,3,216.79,223.21,27.163,61.64,-1,-1,-1,-1
4,6,27.173,185.32,65.235,148.03,-1,-1,-1,-1
4,13,282.33,181.23,56.24,127.62,-1,-1,-1,-1
5,3,215.85,223.99,27.105,61.508,-1,-1,-1,-1
5,6,19.458,183.89,66.587,151.1,-1,-1,-1,-1
5,13,286.56,192.37,51.49,116.84,-1,-1,-1,-1
6,3,214.77,224.69,27.079,61.448,-1,-1,-1,-1
6,6,11.662,182.52,67.939,154.17,-1,-1,-1,-1
6,13,290.31,201.3,47.694,108.23,-1,-1,-1,-1
7,3,213.55,225.35,27.085,61.463,-1,-1,-1,-1
7,6,3.7897,181.22,69.291,157.24,-1,-1,-1,-1
7,13,293.59,208.22,44.751,101.55,-1,-1,-1,-1
8,3,212.17,225.95,27.126,61.556,-1,-1,-1,-1
8,6,-4.1373,179.94,70.643,160.3,-1,-1,-1,-1
8,13,296.42,213.33,42.565,96.59,-1,-1,-1,-1
9,3,210.65,226.5,27.204,61.732,-1,-1,-1,-1
9,13,298.86,216.81,41.045,93.14,-1,-1,-1,-1
10,3,209.02,227.03,27.319,61.994,-1,-1,-1,-1
10,13,301.01,218.84,40.104,91.004,-1,-1,-1,-1
11,3,207.3,227.5,27.473,62.344,-1,-1,-1,-1
11,13,302.91,219.64,39.659,89.996,-1,-1,-1,-1
12,3,205.49,227.89,27.668,62.786,-1,-1,-1,-1
12,13,304.55,219.42,39.635,89.94,-1,-1,-1,-1
13,3,203.6,228.13,27.905,63.324,-1,-1,-1,-1
13,13,305.91,218.38,39.957,90.671,-1,-1,-1,-1
14,3,201.66,228.22,28.185,63.958,-1,-1,-1,-1
14,10,381.55,49.294,27.434,62.254,-1,-1,-1,-1
14,13,306.99,216.68,40.557,92.034,-1,-1,-1,-1
15,3,199.64,228.16,28.509,64.694,-1,-1,-1,-1
15,10,381.67,47.5,27.332,62.023,-1,-1,-1,-1
15,13,307.84,214.52,41.373,93.884,-1,-1,-1,-1
16,3,197.49,227.96,28.879,65.532,-1,-1,-1,-1
16,10,381.79,45.682,27.23,61.792,-1,-1,-1,-1
