1,2,66.45,131.4,64.583,146.56,-1,-1,-1,-1
1,9,393.99,156.15,86.473,196.23,-1,-1,-1,-1
2,2,83.345,138.64,62.604,142.07,-1,-1,-1,-1
2,9,407.44,156.19,86.561,196.43,-1,-1,-1,-1
3,2,100.1,145.29,60.885,138.16,-1,-1,-1,-1
3,9,420.86,156.19,86.674,196.69,-1,-1,-1,-1
4,2,116.71,151.37,59.417,134.83,-1,-1,-1,-1
4,9,434.24,156.15,86.812,197,-1,-1,-1,-1
5,2,133.15,156.89,58.188,132.04,-1,-1,-1,-1
5,9,447.63,156.1,86.976,197.37,-1,-1,-1,-1
6,2,149.39,161.87,57.191,129.78,-1,-1,-1,-1
6,9,461.06,156.06,87.165,197.8,-1,-1,-1,-1
7,2,165.39,166.33,56.413,128.01,-1,-1,-1,-1
7,9,474.51,156.08,87.379,198.28,-1,-1,-1,-1
8,2,181.11,170.26,55.847,126.73,-1,-1,-1,-1
8,9,487.93,156.19,87.618,198.83,-1,-1,-1,-1
9,2,196.46,173.66,55.482,125.9,-1,-1,-1,-1
9,9,501.28,156.4,87.882,199.43,-1,-1,-1,-1
10,2,211.4,176.54,55.307,125.5,-1,-1,-1,-1
10,9,514.49,156.67,88.172,200.08,-1,-1,-1,-1
11,2,225.86,178.91,55.314,125.52,-1,-1,-1,-1
11,9,527.54,156.97,88.486,200.8,-1,-1,-1,-1
12,2,239.89,180.79,55.493,125.92,-1,-1,-1,-1
12,9,540.47,157.29,88.826,201.57,-1,-1,-1,-1
13,2,253.55,182.15,55.833,126.69,-1,-1,-1,-1
13,9,553.28,157.62,89.191,202.4,-1,-1,-1,-1
14,2,266.98,183.01,56.324,127.81,-1,-1,-1,-1
14,6,631.57,161.55,81.695,185.38,-1,-1,-1,-1
14,9,565.96,157.9,89.582,203.28,-1,-1,-1,-1
15,2,280.29,183.43,56.958,129.25,-1,-1,-1,-1
15,6,645.47,162.46,81.68,185.35,-1,-1,-1,-1
15,9,578.56,158.04,89.997,204.22,-1,-1,-1,-1
16,2,293.55,183.46,57.724,130.99,-1,-1,-1,-1
16,6,659.41,163.36,81.665,185.32,-1,-1,-1,-1
16,9,591.1,158,90.438,205.22,-1,-1,-1,-1
17,2,306.81,183.15,58.612,133,-1,-1,-1,-1
17,6,673.43,164.25,81.65,185.28,-1,-1,-1,-1
17,9,603.66,157.78,90.904,206.28,-1,-1,-1,-1
18,2,320.11,182.54,59.613,135.27,-1,-1,-1,-1
18,6,687.55,165.17,81.635,185.25,-1,-1,-1,-1
18,9,616.27,157.45,91.395,207.4,-1,-1,-1,-1
19,2,333.45,181.69,60.717,137.78,-1,-1,-1,-1
19,5,504.52,142.28,28.707,65.142,-1,-1,-1,-1
19,6,701.79,166.18,81.621,185.22,-1,-1,-1,-1
19,9,628.93,157.09,91.911,208.57,-1,-1,-1,-1
20,2,346.81,180.63,61.913,140.49,-1,-1,-1,-1
20,5,506.58,142.62,28.681,65.083,-1,-1,-1,-1
20,6,716.2,167.3,81.606,185.18,-1,-1,-1,-1
20,9,641.59,156.77,92.452,209.8,-1,-1,-1,-1
21,2,360.16,179.39,63.192,143.4,-1,-1,-1,-1
21,5,508.58,142.77,28.736,65.209,-1,-1,-1,-1
21,6,730.79,168.59,81.591,185.15,-1,-1,-1,-1
21,9,654.27,156.47,93.019,211.08,-1,-1,-1,-1
22,2,373.48,178,64.544,146.46,-1,-1,-1,-1
22,5,510.57,142.82,28.853,65.476,-1,-1,-1,-1
22,6,745.61,169.98,81.576,185.12,-1,-1,-1,-1
23,2,386.78,176.44,65.96,149.68,-1,-1,-1,-1
23,5,512.49,142.77,29.017,65.847,-1,-1,-1,-1
23,6,760.71,171.39,81.561,185.08,-1,-1,-1,-1
24,2,400.01,174.76,67.429,153.01,-1,-1,-1,-1
24,5,514.33,142.67,29.213,66.292,-1,-1,-1,-1
24,6,776.14,172.78,81.546,185.05,-1,-1,-1,-1
25,2,413.14,172.99,68.942,156.44,-1,-1,-1,-1
25,5,516.1,142.53,29.431,66.786,-1,-1,-1,-1
25,6,791.93,174.06,81.532,185.01,-1,-1,-1,-1
25,10,303.63,140.96,95.09,215.78,-1,-1,-1,-1
26,2,426.12,171.22,70.488,159.95,-1,-1,-1,-1
26,5,517.82,142.36,29.661,67.308,-1,-1,-1,-1
26,6,808.1,175.2,81.517,184.98,-1,-1,-1,-1
26,10,316.09,139.8,95.289,216.23,-1,-1,-1,-1
27,2,438.93,169.43,72.059,163.52,-1,-1,-1,-1
27,5,519.53,142.14,29.897,67.844,-1,-1,-1,-1
27,6,824.67,176.21,81.502,184.95,-1,-1,-1,-1
27,10,328.6,138.94,95.377,216.43,-1,-1,-1,-1
28,2,451.62,167.62,73.644,167.11,-1,-1,-1,-1
28,5,521.26,141.87,30.134,68.381,-1,-1,-1,-1
28,6,841.57,177.09,81.487,184.91,-1,-1,-1,-1
28,10,341.22,138.4,95.354,216.38,-1,-1,-1,-1
29,2,464.22,165.73,75.233,170.72,-1,-1,-1,-1
29,5,523.02,141.53,30.368,68.911,-1,-1,-1,-1
